Cluster House,Township,Area,Semi D,Terrace House,Leasehold,Apartment,Freehold,Town House,Bungalow,Condominium,Price,Service Residence,Median_PSF,Flat,State
0,TAMAN SELASEH,Batu Caves,0,1,1,0,0,0,0,0,550000,0,340,0,Selangor
0,MUTIARA HILLS @ SEMENYIH,Semenyih,0,1,0,0,1,0,0,0,547770,0,391,0,Selangor
0,TAMAN DESA BUKIT NILAM,Kapar,0,1,0,0,1,0,0,0,549900,0,391,0,Selangor
0,BANDAR SUNGAI BUAYA,Serendah,0,1,1,0,0,0,0,0,300000,0,188,0,Selangor
0,TAMAN NUSA SERI CENGAL 2 & 3,Nilai,0,1,1,0,0,0,0,0,359000,0,194,0,Negeri Sembilan
0,P/L 3487(LABU),Sepang,0,1,1,0,0,0,0,0,395000,0,211,0,Selangor
0,TAMAN SAMARINDAH,Kota Samarahan,0,1,1,0,1,0,0,0,300000,0,168,0,Sarawak
0,BANDAR BUKIT TINGGI,Pandamaran,0,1,0,0,1,0,0,0,686000,0,455,0,Selangor
0,TAMAN SEMENTA PERMAI,Kapar,0,1,0,0,1,0,0,0,358000,0,254,0,Selangor
0,TAMAN DESA IDAMAN,Durian Tunggal,0,1,0,0,1,0,0,0,320000,0,188,0,Melaka
0,TAMAN JUASSEH SENTOSA,Juasseh,0,1,0,0,1,0,0,0,81500,0,67,0,Negeri Sembilan
0,MERU SENTOSA,Ipoh,0,1,1,0,0,0,0,0,340194,0,235,0,Perak
0,TAMAN MACHANG BUBOK,Bukit Mertajam,0,1,0,0,1,0,0,0,480000,0,387,0,Penang
0,UNI GARDEN,Kota Samarahan,0,1,0,0,1,0,0,0,510000,0,238,0,Sarawak
0,LEXVIEW,Ipoh,0,1,1,0,1,0,0,0,458880,0,298,0,Perak
0,HORIZON RESIDENCE @ BUKIT INDAH,Iskandar Puteri (Nusajaya),0,1,0,0,1,0,0,0,850000,0,451,0,Johor
0,TAMAN MERAK JAYA,Simpang Ampat,0,1,0,0,1,0,0,0,315000,0,231,0,Penang
0,BUNGA RAYA,Bukit Baru,0,1,1,0,1,0,0,0,300000,0,169,0,Melaka
0,KEPONG GARDEN,Kepong,0,1,0,0,1,0,0,0,780000,0,434,0,Kuala Lumpur
0,TAMAN SEKIAH MAKMUR,Ulu Bernam,0,1,1,0,0,0,0,0,260000,0,179,0,Perak
0,TAMAN DESA TANJUNG MINYAK (SERI BERTAM),Tanjong Minyak,0,1,1,0,0,0,0,0,260000,0,181,0,Melaka
0,TAMAN SRI BAKRI III,Muar,0,1,0,0,1,0,0,0,394000,0,243,0,Johor
0,TAMAN RAJA MUDA MUSA II,Sitiawan,0,1,0,0,1,0,0,0,288800,0,180,0,Perak
0,TAMAN COLONIAL,Raub,0,1,0,0,1,0,0,0,470000,0,285,0,Pahang
0,TAMAN PUCHONG INDAH,Puchong,0,1,1,0,0,0,0,0,400000,0,334,0,Selangor
0,TAMAN PERMAIPURA,Bedong,0,1,0,0,1,0,0,0,362000,0,246,0,Kedah
0,SCIENTEX JASIN MUTIARA,Bemban,0,1,0,0,1,0,0,0,255600,0,218,0,Melaka
0,PLUMERIA @ BANDAR UNIVERSITI,Seri Iskandar,0,1,1,0,0,0,0,0,250000,0,175,0,Perak
0,TAMAN KERIAN SENTOSA,Parit Buntar,0,1,1,0,0,0,0,0,368800,0,267,0,Perak
0,TAMAN SRI PUTRI,Skudai,0,1,0,0,1,0,0,0,540000,0,344,0,Johor
0,TANJUNG TEMASEK,Ipoh,0,1,1,0,0,0,0,0,303800,0,226,0,Perak
0,TAMAN TERENDAK PERMAI,Sungai Udang,0,1,0,0,1,0,0,0,270000,0,175,0,Melaka
0,SERELYN AVENUE,Kuantan,0,1,1,0,0,0,0,0,388000,0,231,0,Pahang
0,BANDAR PUNCAK SENA,Pokok Sena,0,1,0,0,1,0,0,0,326800,0,267,0,Kedah
0,TAMAN BERCHAM RAYA,Tambun,0,1,1,0,0,0,0,0,194000,0,177,0,Perak
0,VISTA IXORA,Ipoh,0,1,1,0,0,0,0,0,398380,0,296,0,Perak
0,BISTARI PERDANA,Pasir Gudang,0,1,0,0,1,0,0,0,460000,0,384,0,Johor
0,DESA RESTU,Sepang,0,1,1,0,0,0,0,0,575000,0,437,0,Selangor
0,TAMAN SRI SKUDAI,Skudai,0,1,0,0,1,0,0,0,400000,0,283,0,Johor
0,TAMAN BUKIT FLORA,Batu Pahat,0,1,0,0,1,0,0,0,245000,0,236,0,Johor
0,TAMAN DESA INDAH,Nilai,0,1,0,0,1,0,0,0,393000,0,239,0,Negeri Sembilan
0,PRIMA @ SITIAWAN,Sitiawan,0,1,0,0,1,0,0,0,270610,0,193,0,Perak
0,TAMAN KERSANI,Kuala Pilah,0,1,0,0,1,0,0,0,298000,0,192,0,Negeri Sembilan
0,BANDAR SPRINGHILL,Jimah,0,1,0,0,1,0,0,0,220000,0,179,0,Negeri Sembilan
0,TAMAN SERI PAYA RUMPUT,Sungei Baru Tengah,0,1,0,0,1,0,0,0,260000,0,174,0,Melaka
0,TAMAN RIMBA (PEC LOT 3021),Mentakab,0,1,0,0,1,0,0,0,308000,0,185,0,Pahang
0,TAMAN PERWIRA JAYA,Tapah,0,1,1,0,0,0,0,0,169000,0,121,0,Perak
0,TAMAN FAJAR,Sandakan,0,1,1,0,0,0,0,0,320000,0,222,0,Sabah
0,P/L 174132 INDERA MAHKOTA,Kuantan,0,1,0,0,1,0,0,0,392000,0,276,0,Pahang
0,TAMAN JELITA BLOK 30,Miri,0,1,1,0,0,0,0,0,180000,0,179,0,Sarawak
0,RUMAH MAKMUR KAMPUNG TIRAM,Kuantan,0,1,1,0,0,0,0,0,80000,0,73,0,Pahang
0,TAMAN SELASIH INDAH,Kulim,0,1,0,0,1,0,0,0,542200,0,387,0,Kedah
0,TAMAN PUTERIMAS (KLUANG),Kluang,0,1,0,0,1,0,0,0,250750,0,119,0,Johor
0,TAMAN SUNGAI KAPAR INDAH,Kapar,0,1,0,0,1,0,0,0,450000,0,346,0,Selangor
0,MERIDIN EAST,Pasir Gudang,0,1,0,0,1,0,0,0,580000,0,414,0,Johor
0,TIMUR,Bandar Enstek,0,1,0,0,1,0,0,0,570000,0,264,0,Negeri Sembilan
0,M SENYUM SALAK TINGGI,Sepang,0,1,1,0,0,0,0,0,555210,0,463,0,Selangor
0,TAMAN PELANGI SEMENYIH 2,Beranang,0,1,0,0,1,0,0,0,505000,0,338,0,Selangor
0,TAMAN KELADI FASA 1,Sungai Petani,0,1,0,0,1,0,0,0,200000,0,152,0,Kedah
0,PULAU INDAH,Klang,0,1,0,0,1,0,0,0,350000,0,252,0,Selangor
0,BANDAR BARU UDA,Johor Bahru,0,1,1,0,1,0,0,0,500000,0,279,0,Johor
0,"TAMAN IDAMAN, SUNGAI SEGAMAT",Segamat,0,1,1,0,0,0,0,0,117500,0,81,0,Johor
0,TAMAN RIA JAYA FASA 2,Sungai Petani,0,1,0,0,1,0,0,0,197500,0,146,0,Kedah
0,TAMAN IMPIAN JAYA,Senai,0,1,1,0,0,0,0,0,411000,0,142,0,Johor
0,TAMAN AMAN,Kulai,0,1,0,0,1,0,0,0,280000,0,253,0,Johor
0,TAMAN SRI JAYA 1 & 2,Kluang,0,1,0,0,1,0,0,0,250000,0,169,0,Johor
0,TAMAN JUMBO,Penampang,0,1,1,0,0,0,0,0,350000,0,390,0,Sabah
0,"TAMAN PESONA, SUNGAI SEGAMAT",Segamat,0,1,0,0,1,0,0,0,363500,0,190,0,Johor
0,TAMAN CEMPAKA,Ipoh,0,1,1,0,1,0,0,0,199000,0,202,0,Perak
0,TAMAN KLEBANG JAYA,Chemor,0,1,1,0,0,0,0,0,200000,0,167,0,Perak
0,PELABUHAN KLANG,Port Klang,0,1,0,0,1,0,0,0,420000,0,249,0,Selangor
0,TAMAN INDERAWASIH,Perai,0,1,0,0,1,0,0,0,514000,0,318,0,Penang
0,TAMAN MEDAN PASIR SAUJANA,Ipoh,0,1,0,0,1,0,0,0,559000,0,336,0,Perak
0,TAMAN SERI MAHKOTA,Sitiawan,0,1,0,0,1,0,0,0,250000,0,179,0,Perak
0,TAMAN GOPENG MEWAH,Gopeng,0,1,1,0,0,0,0,0,277235,0,167,0,Perak
0,TAMAN WIDURI,Sungai Jawi,0,1,0,0,1,0,0,0,260000,0,224,0,Penang
0,TAMAN INTAN DUYUNG,Port Dickson,0,1,1,0,0,0,0,0,220000,0,150,0,Negeri Sembilan
0,LAMAN HARIS @ ECO GRANDEUR,Ijok,0,1,1,0,0,0,0,0,455000,0,325,0,Selangor
0,TAMAN SRI CENDEKIA (TAMAN CONNAUGHT),Cheras,0,1,1,0,0,0,0,0,705000,0,370,0,Kuala Lumpur
0,TAMAN DESA MELATI,Nilai,0,1,0,0,1,0,0,0,490000,0,222,0,Negeri Sembilan
0,RESIDENSI MESRA,Gurun,0,1,0,0,1,0,0,0,232000,0,141,0,Kedah
0,TAMAN NUSANTARA,Iskandar Puteri (Nusajaya),0,1,0,0,1,0,0,0,420000,0,372,0,Johor
0,TAMAN BANANG JAYA,Batu Pahat,0,1,0,0,1,0,0,0,618500,0,388,0,Johor
0,TAMAN DESA PAKATAN,Ipoh,0,1,1,0,0,0,0,0,188500,0,216,0,Perak
0,TAMAN NUSA BAYU,Iskandar Puteri (Nusajaya),0,1,0,0,1,0,0,0,600000,0,464,0,Johor
0,TAMAN WANGSA PERMAI,Kepong,0,1,1,0,0,0,0,0,737000,0,488,0,Selangor
0,BANDAR SRI ASTANA,Sungai Petani,0,1,0,0,1,0,0,0,260000,0,177,0,Kedah
0,TAMAN REM,Kota Tinggi,0,1,1,0,0,0,0,0,246600,0,160,0,Johor
0,TAMAN KLEBANG PERDANA,Ipoh,0,1,0,0,1,0,0,0,513967,0,364,0,Perak
0,TAMAN MOLEK,Johor Bahru,0,1,0,0,1,0,0,0,600000,0,322,0,Johor
0,TAMAN CASSIA BAHAU,Bahau,0,1,1,0,0,0,0,0,249000,0,192,0,Negeri Sembilan
0,TAMAN FLORA HEIGHTS,Pasir Gudang,0,1,0,0,1,0,0,0,497250,0,286,0,Johor
0,TAMAN KERIAN INDAH,Parit Buntar,0,1,0,0,1,0,0,0,498800,0,357,0,Perak
0,PER. PERMATANG BADAK PERDANA (PL 177521),Kuantan,0,1,1,0,0,0,0,0,325000,0,232,0,Pahang
0,TAMAN MERU PERDANA,Ipoh,0,1,0,0,1,0,0,0,406700,0,305,0,Perak
0,TAMAN RIMBA (PEC LOT 1135),Mentakab,0,1,0,0,1,0,0,0,137000,0,186,0,Pahang
0,TAMAN HIJRAH,Kapar,0,1,0,0,1,0,0,0,450000,0,355,0,Selangor
0,ALAM DAMAI,Cheras,0,1,1,0,0,0,0,0,859000,0,458,0,Kuala Lumpur
0,TAMAN DESA TEKKAH SENTOSA,Taiping,0,1,1,0,0,0,0,0,468800,0,367,0,Perak
0,BANDAR PUTERI KLANG,Klang,0,1,0,0,1,0,0,0,682500,0,434,0,Selangor
0,TAMAN DESA,Muar,0,1,0,0,1,0,0,0,490000,0,295,0,Johor
0,TAMAN MAHSURI,Padang Serai,0,1,0,0,1,0,0,0,270000,0,208,0,Kedah
0,TAMAN SRI SENAI,Senai,0,1,0,0,1,0,0,0,280000,0,278,0,Johor
0,TAMAN SHOREA HARTAMAS,Pasir Panjang,0,1,0,0,1,0,0,0,250000,0,183,0,Negeri Sembilan
0,LAYANGGKASA,Pasir Gudang,0,1,0,0,1,0,0,0,551650,0,384,0,Johor
0,TAMAN JENGKA SEJAHTERA (PT 29246),Chenor,0,1,1,0,0,0,0,0,243750,0,158,0,Pahang
0,DESA LAHAT SRI -WANG,Lahat,0,1,1,0,0,0,0,0,318880,0,267,0,Perak
0,SEKSYEN 20,Petaling Jaya,0,1,0,0,1,0,0,0,885000,0,426,0,Selangor
0,TAMAN PLENTONG BARU,Masai,0,1,0,0,1,0,0,0,295000,0,341,0,Johor
0,SCIENTEX SUNGAI DUA,Tasek Gelugor,0,1,0,0,1,0,0,0,331800,0,304,0,Penang
0,TAMAN IMPIANA ADRIL,Lahat,0,1,1,0,0,0,0,0,250000,0,184,0,Perak
0,TAMAN PLATINUM (RESIDENSI GATE),Dengkil,0,1,0,0,1,0,0,0,737800,0,460,0,Selangor
0,SCIENTEX IPOH - BEGONIA,Ipoh,0,1,0,0,1,0,0,0,296800,0,254,0,Perak
0,TAMAN KLANG JAYA,Klang,0,1,0,0,1,0,0,0,475000,0,232,0,Selangor
0,TAMAN SRI LAYANG,Mentakab,0,1,0,0,1,0,0,0,170000,0,160,0,Pahang
0,TAMAN IPOH SELATAN,Ipoh,0,1,0,0,1,0,0,0,397500,0,203,0,Perak
0,TAMAN RASAH JAYA I,Rasah,0,1,0,0,1,0,0,0,300000,0,202,0,Negeri Sembilan
0,TAMAN PANDAMARAN PERMAI/KOTA PENDAMAR,Klang,0,1,0,0,1,0,0,0,420000,0,312,0,Selangor
0,SETIA ECO GARDEN,Skudai,0,1,0,0,1,0,0,0,650000,0,429,0,Johor
0,TAMAN AMAN PUTRI,Sungai Buloh,0,1,0,0,1,0,0,0,872000,0,464,0,Selangor
0,TAMAN ARMANI SUNGAI PANDAN 2 (PL8492),Kuantan,0,1,0,0,1,0,0,0,266500,0,175,0,Pahang
0,TAMAN DAYA,Kepong,0,1,1,0,0,0,0,0,550000,0,515,0,Selangor
0,TAMAN PUTRI KULAI,Kulai,0,1,0,0,1,0,0,0,450000,0,292,0,Johor
0,TAMAN SRI MAWAR I,Seremban,0,1,0,0,1,0,0,0,250000,0,182,0,Negeri Sembilan
0,ALAM NUSANTARA,Setia Alam,0,1,0,0,1,0,0,0,872999,0,496,0,Selangor
0,TAMAN PELANGI [SIKAMAT],Sikamat,0,1,0,0,1,0,0,0,240000,0,179,0,Negeri Sembilan
0,IRAMA SENDAYAN 2C,Labu,0,1,0,0,1,0,0,0,584999,0,417,0,Negeri Sembilan
0,TAMAN MERBAU INDAH,Triang,0,1,0,0,1,0,0,0,200000,0,154,0,Pahang
0,GEBENG RESIDENCE (P/L PT 25173),Sungai Karang,0,1,1,0,0,0,0,0,238000,0,169,0,Pahang
0,JALAN INDAH,Sibu,0,1,1,0,0,0,0,0,267500,0,119,0,Sarawak
0,BANDAR BUKIT RAJA,Kapar,0,1,0,0,1,0,0,0,793888,0,496,0,Selangor
0,TAMAN BEMBAN RAYA,Batu Gajah,0,1,1,0,0,0,0,0,238000,0,154,0,Perak
0,TAMAN MIDAH,Cheras,0,1,0,0,1,0,0,0,815000,0,490,0,Kuala Lumpur
0,SHAHZAN,Kuantan,0,1,0,0,1,0,0,0,310000,0,210,0,Pahang
0,TAMAN DUSUN SETIA,Seremban,0,1,0,0,1,0,0,0,275000,0,238,0,Negeri Sembilan
0,TAMAN KOPERASI POLIS FASA 2,Batu Caves,0,1,0,0,1,0,0,0,460000,0,504,0,Kuala Lumpur
0,TAMAN BATU GAJAH PERDANA,Batu Gajah,0,1,1,0,0,0,0,0,275000,0,151,0,Perak
0,TAMAN LEMBAH PERMAI,Sungai Lalang,0,1,0,0,1,0,0,0,230000,0,147,0,Kedah
0,TAMAN SUBANG MEWAH,Subang Jaya,0,1,1,0,0,0,0,0,665000,0,370,0,Selangor
0,TAMAN LUMUT MEWAH 2,Lumut,0,1,0,0,1,0,0,0,418800,0,263,0,Perak
0,IRAMA SENDAYAN 2B,Labu,0,1,0,0,1,0,0,0,603444,0,424,0,Negeri Sembilan
0,TAMAN PEKATRA INDAH,Simpang Ampat,0,1,1,0,0,0,0,0,280000,0,201,0,Penang
0,TAMAN LANG RESIDENCES,Ipoh,0,1,0,0,1,0,0,0,459800,0,328,0,Perak
0,ALAMANDA PARKLAND,Serendah,0,1,0,0,1,0,0,0,475000,0,397,0,Selangor
0,TAMAN RAMBAI UTAMA,Tanjong Minyak,0,1,0,0,1,0,0,0,240000,0,200,0,Melaka
0,TAMAN JAYA UTAMA,Telok Panglima Garang,0,1,0,0,1,0,0,0,385000,0,302,0,Selangor
0,TAMAN DESA ANGGERIK (PUTRA NILAI),Nilai,0,1,0,0,1,0,0,0,345000,0,193,0,Negeri Sembilan
0,TAMAN SRI WANGSA II,Batu Gajah,0,1,1,0,0,0,0,0,229400,0,191,0,Perak
0,TAMAN RASAH JAYA V,Rasah,0,1,0,0,1,0,0,0,300000,0,182,0,Negeri Sembilan
0,TAMAN TANGGA BATU PERDANA,Tanjong Kling,0,1,1,0,0,0,0,0,308000,0,193,0,Melaka
0,"TAMAN LEKIR DAMAI, KAMPUNG KOH",Sitiawan,0,1,0,0,1,0,0,0,279400,0,178,0,Perak
0,TAMAN KLEDANG MAS,Ipoh,0,1,1,0,0,0,0,0,320000,0,230,0,Perak
0,TAMAN HALAMAN INDAH,Sungai Jawi,0,1,0,0,1,0,0,0,340000,0,248,0,Penang
0,TAMAN AMALINA LESTARI,Raub,0,1,1,0,0,0,0,0,200000,0,168,0,Pahang
0,TAMAN ANGGUN,Rawang,0,1,0,0,1,0,0,0,837000,0,409,0,Selangor
0,TAMAN TOK MUDA SEJAHTERA,Kapar,0,1,0,0,1,0,0,0,378000,0,295,0,Selangor
0,TAMAN SRI KLUANG,Kluang,0,1,0,0,1,0,0,0,307500,0,210,0,Johor
0,TAMAN BIDARA,Bukit Mertajam,0,1,0,0,1,0,0,0,279000,0,282,0,Penang
0,TAMAN INTAN,Kluang,0,1,0,0,1,0,0,0,220000,0,188,0,Johor
0,TAMAN TUNKU,Miri,0,1,1,0,0,0,0,0,288000,0,182,0,Sarawak
0,TAMAN BAYU PERDANA,Klang,0,1,0,0,1,0,0,0,560000,0,368,0,Selangor
0,TAMAN DESA BUKIT PERMATA,Kapar,0,1,0,0,1,0,0,0,460000,0,191,0,Selangor
0,TAMAN MESRA IMPIAN,Kampar,0,1,1,0,0,0,0,0,300000,0,214,0,Perak
0,ARDEN HILL @SEREMBAN FOREST HEIGHTS,Ampangan,0,1,0,0,1,0,0,0,614500,0,418,0,Negeri Sembilan
0,TAMAN TAN SRI FUZI,Seri Iskandar,0,1,0,0,1,0,0,0,228000,0,163,0,Perak
0,TAMAN SATRIA JAYA,Kuching,0,1,1,0,0,0,0,0,580000,0,284,0,Sarawak
0,TAMAN KELADI FASA 2,Sungai Petani,0,1,0,0,1,0,0,0,215000,0,176,0,Kedah
0,TAMAN MUHIBAH,Kulai,0,1,0,0,1,0,0,0,290000,0,342,0,Johor
0,BANDAR BESTARI PERMAI,Kuala Ketil,0,1,0,0,1,0,0,0,237500,0,136,0,Kedah
0,USJ 9,Subang Jaya,0,1,0,0,1,0,0,0,850000,0,484,0,Selangor
0,TAMAN RIA,Sungai Petani,0,1,0,0,1,0,0,0,220000,0,152,0,Kedah
0,PERKAMPUNGAN SRI MAHKOTA AMAN,Kuantan,0,1,0,0,1,0,0,0,250000,0,156,0,Pahang
0,PUNCAK BOUGAINVILLEA,Padang Rengas,0,1,0,0,1,0,0,0,274440,0,187,0,Perak
0,BANDAR BARU KAMPAR,Kampar,0,1,1,0,0,0,0,0,272500,0,195,0,Perak
0,TAMAN TUNKU SARINA,Jitra,0,1,0,0,1,0,0,0,325000,0,182,0,Kedah
0,TAMAN INDAH PERMAI,Kota Kinabalu,0,1,1,0,0,0,0,0,520000,0,335,0,Sabah
0,TAMAN PAKATAN JAYA,Tambun,0,1,1,0,0,0,0,0,302500,0,245,0,Perak
0,TAMAN BAKTI [YNS],Labu,0,1,0,0,1,0,0,0,80000,0,67,0,Negeri Sembilan
0,RPA RIMBA PANJANG,Sungai Siput,0,1,1,0,0,0,0,0,115000,0,77,0,Perak
0,TAMAN BUKIT MEWAH,Tampoi,0,1,0,0,1,0,0,0,540000,0,415,0,Johor
0,TAMAN TASIK PERDANA,Pengkalan Hulu,0,1,1,0,0,0,0,0,188000,0,157,0,Perak
0,TAMAN PUNCAK JALIL,Seri Kembangan,0,1,1,0,0,0,0,0,580000,0,400,0,Selangor
0,TAMAN GUAR PERAHU (TAMAN BERKAT),Kubang Semang,0,1,0,0,1,0,0,0,292500,0,241,0,Penang
0,TAMAN RAIA SENTOSA (PRIMA SUNGAI RAYA),Simpang Pulai,0,1,1,0,0,0,0,0,285000,0,219,0,Perak
0,TAMAN TUALANG INDAH,Mentakab,0,1,0,0,1,0,0,0,210000,0,144,0,Pahang
0,TAMAN MERU 2B (FASA I-IV),Ipoh,0,1,1,0,0,0,0,0,280000,0,247,0,Perak
0,TAMAN KEMPAS,Tampoi,0,1,0,0,1,0,0,0,390000,0,311,0,Johor
0,TAMAN RIANG DIAWAN,Kampar,0,1,1,0,0,0,0,0,239800,0,171,0,Perak
0,TAMAN SERI MENGKUANG,Kuala Selangor,0,1,0,0,1,0,0,0,342500,0,222,0,Selangor
0,TAMAN SCIENTEX SENAI,Senai,0,1,0,0,1,0,0,0,480000,0,446,0,Johor
0,TAMAN KIEN LEONG/KIM CHUAN,Klang,0,1,0,0,1,0,0,0,500000,0,325,0,Selangor
0,BANDAR SRI INDAH,Tawau,0,1,1,0,0,0,0,0,385000,0,169,0,Sabah
0,TAMAN SRI ANGGERIK,Rantau,0,1,1,0,1,0,0,0,190000,0,122,0,Negeri Sembilan
0,TAMAN ANGGERIK,Tampoi,0,1,0,0,1,0,0,0,335000,0,357,0,Johor
0,TTDI JAYA,Shah Alam,0,1,0,0,1,0,0,0,600000,0,382,0,Selangor
0,CALEDONIA,Ijok,0,1,0,0,1,0,0,0,509800,0,392,0,Selangor
0,TAMAN BANDAR BARU LAHAT,Lahat,0,1,1,0,0,0,0,0,255100,0,239,0,Perak
0,TAMAN AMANSARA (AMANSARA SOUTH),Kepala Batas,0,1,0,0,1,0,0,0,481287,0,268,0,Penang
0,TAMAN DAMAI JAYA,Skudai,0,1,0,0,1,0,0,0,325000,0,387,0,Johor
0,TAMAN SEPADU JAYA (D'HALONA PLACE),Penaga,0,1,0,0,1,0,0,0,307000,0,277,0,Penang
0,TAMAN MUTIARA GADING (TR 277),Batu Pahat,0,1,0,0,1,0,0,0,495805,0,354,0,Johor
0,TAMAN TASEK MUTIARA,Ipoh,0,1,0,0,1,0,0,0,370000,0,250,0,Perak
0,BANDAR PARKLANDS,Klang,0,1,0,0,1,0,0,0,879000,0,430,0,Selangor
0,TAMAN MERAK,Simpang Ampat,0,1,0,0,1,0,0,0,297500,0,291,0,Penang
0,TAMAN SEMARANG TROPIKA,Dengkil,0,1,1,0,0,0,0,0,640000,0,457,0,Selangor
0,TAMAN KLEBANG MUTIARA,Ipoh,0,1,1,0,0,0,0,0,300000,0,214,0,Perak
0,SS17,Subang Jaya,0,1,0,0,1,0,0,0,880000,0,471,0,Selangor
0,TAMAN KLUANG INDAH,Kluang,0,1,0,0,1,0,0,0,250000,0,209,0,Johor
0,TAMAN BUKIT RANGIN PERDANA 1 & 2,Kuantan,0,1,1,0,0,0,0,0,225000,0,173,0,Pahang
0,PUTRA HEIGHTS,Subang Jaya,0,1,0,0,1,0,0,0,855000,0,448,0,Selangor
0,TAMAN SCIENTEX UTAMA,Kulai,0,1,0,0,1,0,0,0,500000,0,426,0,Johor
0,TAMAN KOTA SRI AHMAD SHAH,Kuantan,0,1,1,0,0,0,0,0,582222,0,334,0,Pahang
0,TAMAN KERUING,Batang Kali,0,1,1,0,0,0,0,0,300000,0,198,0,Selangor
0,TAMAN KLEBANG PUTRA,Ipoh,0,1,0,0,1,0,0,0,317600,0,209,0,Perak
0,TAMAN BUKIT INDAH,Iskandar Puteri (Nusajaya),0,1,0,0,1,0,0,0,695000,0,425,0,Johor
0,TAMAN PARKLAND,Kluang,0,1,0,0,1,0,0,0,150000,0,107,0,Johor
0,TAMAN CHERAS IDAMAN,Cheras,0,1,1,0,1,0,0,0,830000,0,473,0,Selangor
0,CHEMOR KAYANGAN,Ipoh,0,1,1,0,0,0,0,0,228000,0,156,0,Perak
0,TAMAN BUKIT KAYA,Bukit Kepayang,0,1,0,0,1,0,0,0,300000,0,151,0,Negeri Sembilan
0,BANDAR BUKIT TINGGI,Klang,0,1,0,0,1,0,0,0,750000,0,468,0,Selangor
0,TAMAN GEMBIRA,Tampoi,0,1,0,0,1,0,0,0,432500,0,283,0,Johor
0,TAMAN IMPIAN INDAH,Bukit Mertajam,0,1,0,0,1,0,0,0,375000,0,310,0,Penang
0,TAMAN ZAMRUD,Parit Buntar,0,1,1,0,1,0,0,0,366075,0,191,0,Perak
0,TAMAN SELATAN,Klang,0,1,0,0,1,0,0,0,655000,0,296,0,Selangor
0,TAMAN BUKIT KOMAN 2,Raub,0,1,1,0,0,0,0,0,297600,0,208,0,Pahang
0,BANDAR BARU PERMAS JAYA,Permas Jaya,0,1,0,0,1,0,0,0,500000,0,392,0,Johor
0,TAMAN ANGGERIK HEIGHTS,Bentong,0,1,0,0,1,0,0,0,338000,0,242,0,Pahang
0,TAMAN LAHAT SENTOSA (MOSEY HILL),Ipoh,0,1,1,0,0,0,0,0,399880,0,207,0,Perak
0,TAMAN NILAM SARI,Seremban,0,1,1,0,0,0,0,0,411800,0,317,0,Negeri Sembilan
0,TAMAN DESA SKUDAI,Skudai,0,1,0,0,1,0,0,0,455000,0,222,0,Johor
0,TAMAN SINAR PELANGI,Batu Pahat,0,1,0,0,1,0,0,0,594150,0,341,0,Johor
0,TAMAN KINDING AKASIA,Ipoh,0,1,1,0,0,0,0,0,260000,0,186,0,Perak
0,TAMAN SAUJANA HARMONI,Batu Gajah,0,1,1,0,0,0,0,0,288000,0,180,0,Perak
0,NUSARI AMAN 1,Bandar Sri Sendayan,0,1,0,0,1,0,0,0,345000,0,247,0,Negeri Sembilan
0,RPR SUNGAI PLAN,Bintulu,0,1,1,0,0,0,0,0,270000,0,196,0,Sarawak
